Pair,RV,AR,TP,SL,Total Pips,Win Trade,Lose Trade,Win Rate,R/R,Score
AUDUSD,20,0.0001,71,33,908,43,65,0.4,2.151515152,781.430303
AUDUSD,20,0.0001,57,18,822,58,138,0.3,3.166666667,780.9
AUDUSD,20,0.0001,58,11,739,52,207,0.2,5.272727273,779.3090909
AUDUSD,20,0.0001,57,26,929,61,98,0.38,2.192307692,773.9284615
AUDUSD,20,0.0001,59,11,721,51,208,0.2,5.363636364,773.4363636
AUDUSD,20,0.0001,67,12,726,42,174,0.19,5.583333333,770.165
AUDUSD,20,0.0001,57,29,955,60,85,0.41,1.965517241,769.5982759
AUDUSD,20,0.0001,66,28,882,49,84,0.37,2.357142857,769.23
AUDUSD,20,0.0001,68,11,687,41,191,0.18,6.181818182,764.4436364
AUDUSD,20,0.0001,66,30,888,48,76,0.39,2.2,761.904
AUDUSD,20,0.0001,59,26,907,59,99,0.37,2.269230769,761.5311538
AUDUSD,20,0.0001,57,11,720,52,204,0.2,5.181818182,746.1818182
AUDUSD,20,0.0001,58,26,880,60,100,0.38,2.230769231,745.9692308
AUDUSD,20,0.0001,60,29,897,57,87,0.4,2.068965517,742.3448276
AUDUSD,20,0.0001,62,27,872,55,94,0.37,2.296296296,740.877037
AUDUSD,20,0.0001,59,27,884,58,94,0.38,2.185185185,734.0474074
AUDUSD,20,0.0001,76,29,800,38,72,0.35,2.620689655,733.7931034
AUDUSD,20,0.0001,63,18,774,52,139,0.27,3.5,731.43
AUDUSD,20,0.0001,56,29,922,61,86,0.41,1.931034483,729.9696552
AUDUSD,20,0.0001,61,27,871,55,92,0.37,2.259259259,728.0914815
AUDUSD,20,0.0001,56,20,812,62,133,0.32,2.8,727.552
AUDUSD,20,0.0001,57,27,882,60,94,0.39,2.111111111,726.18
AUDUSD,20,0.0001,64,25,828,52,100,0.34,2.56,720.6912
AUDUSD,20,0.0001,58,18,768,57,141,0.29,3.222222222,717.6533333
AUDUSD,20,0.0001,62,11,670,47,204,0.19,5.636363636,717.5090909
AUDUSD,20,0.0001,59,20,782,58,132,0.31,2.95,715.139
AUDUSD,20,0.0001,56,26,872,62,100,0.38,2.153846154,713.6984615
AUDUSD,20,0.0001,54,26,880,63,97,0.39,2.076923077,712.8
AUDUSD,20,0.0001,65,29,836,49,81,0.38,2.24137931,712.0413793
AUDUSD,20,0.0001,63,14,686,46,158,0.23,4.5,710.01
AUDUSD,20,0.0001,65,33,875,49,70,0.41,1.96969697,706.6287879
AUDUSD,20,0.0001,79,11,612,31,167,0.16,7.181818182,703.2436364
AUDUSD,20,0.0001,58,20,782,59,132,0.31,2.9,703.018
AUDUSD,20,0.0001,65,27,809,49,88,0.36,2.407407407,701.1333333
AUDUSD,20,0.0001,76,11,627,33,171,0.16,6.909090909,693.12
AUDUSD,20,0.0001,56,18,766,59,141,0.29,3.111111111,691.1022222
AUDUSD,20,0.0001,57,21,771,57,118,0.33,2.714285714,690.5957143
AUDUSD,20,0.0001,56,27,851,61,95,0.39,2.074074074,688.3644444
AUDUSD,20,0.0001,69,29,803,44,77,0.36,2.379310345,687.8110345
AUDUSD,20,0.0001,72,33,807,41,65,0.39,2.181818182,686.6836364
AUDUSD,20,0.0001,59,18,748,56,142,0.28,3.277777778,686.4977778
AUDUSD,20,0.0001,71,29,778,42,76,0.36,2.448275862,685.7131034
AUDUSD,20,0.0001,65,25,775,50,99,0.34,2.6,685.1
AUDUSD,20,0.0001,79,33,772,34,58,0.37,2.393939394,683.8048485
AUDUSD,20,0.0001,67,21,738,48,118,0.29,3.19047619,682.8257143
AUDUSD,20,0.0001,69,11,637,40,193,0.17,6.272727273,679.2736364
AUDUSD,20,0.0001,63,17,702,50,144,0.26,3.705882353,676.3976471
AUDUSD,20,0.0001,70,29,777,43,77,0.36,2.413793103,675.1862069
AUDUSD,20,0.0001,63,20,739,53,130,0.29,3.15,675.0765
AUDUSD,20,0.0001,66,18,708,47,133,0.26,3.666666667,674.96
AUDUSD,20,0.0001,67,17,685,46,141,0.25,3.941176471,674.9264706
AUDUSD,20,0.0001,67,27,773,47,88,0.35,2.481481481,671.3648148
AUDUSD,20,0.0001,62,29,825,54,87,0.38,2.137931034,670.2413793
AUDUSD,20,0.0001,63,12,636,44,178,0.2,5.25,667.8
AUDUSD,20,0.0001,57,19,741,58,135,0.3,3,666.9
AUDUSD,20,0.0001,61,11,623,47,204,0.19,5.545454545,656.4154545
AUDUSD,20,0.0001,60,18,702,54,141,0.28,3.333333333,655.2
AUDUSD,20,0.0001,64,13,632,44,168,0.21,4.923076923,653.3907692
AUDUSD,20,0.0001,58,27,799,58,95,0.38,2.148148148,652.2207407
AUDUSD,20,0.0001,54,11,628,54,208,0.21,4.909090909,647.4109091
AUDUSD,20,0.0001,57,25,788,59,103,0.36,2.28,646.7904
AUDUSD,20,0.0001,66,31,777,47,75,0.39,2.129032258,645.1606452
AUDUSD,20,0.0001,63,15,666,47,153,0.23,4.2,643.356
AUDUSD,20,0.0001,63,21,714,51,119,0.3,3,642.6
AUDUSD,20,0.0001,65,30,780,48,78,0.38,2.166666667,642.2
AUDUSD,20,0.0001,73,35,788,41,63,0.39,2.085714286,640.9817143
AUDUSD,20,0.0001,60,28,784,56,92,0.38,2.142857143,638.4
AUDUSD,20,0.0001,62,18,686,52,141,0.27,3.444444444,637.98
AUDUSD,20,0.0001,69,13,598,39,161,0.2,5.307692308,634.8
AUDUSD,20,0.0001,69,18,660,44,132,0.25,3.833333333,632.5
AUDUSD,20,0.0001,56,14,658,54,169,0.24,4,631.68
AUDUSD,20,0.0001,65,34,805,49,70,0.41,1.911764706,630.9779412
AUDUSD,20,0.0001,59,25,763,57,104,0.35,2.36,630.238
AUDUSD,20,0.0001,60,25,750,55,102,0.35,2.4,630
AUDUSD,20,0.0001,58,29,783,57,87,0.4,2,626.4
AUDUSD,20,0.0001,58,21,707,56,121,0.32,2.761904762,624.8533333
AUDUSD,20,0.0001,74,11,580,34,176,0.16,6.727272727,624.2909091
AUDUSD,20,0.0001,66,12,594,41,176,0.19,5.5,620.73
AUDUSD,20,0.0001,60,21,699,54,121,0.31,2.857142857,619.1142857
AUDUSD,20,0.0001,77,33,715,35,60,0.37,2.333333333,617.2833333
AUDUSD,20,0.0001,58,25,739,58,105,0.36,2.32,617.2128
AUDUSD,20,0.0001,61,29,771,54,87,0.38,2.103448276,616.2682759
AUDUSD,20,0.0001,66,32,766,47,73,0.39,2.0625,616.15125
AUDUSD,20,0.0001,76,33,723,36,61,0.37,2.303030303,616.0836364
AUDUSD,20,0.0001,69,12,594,38,169,0.18,5.75,614.79
AUDUSD,20,0.0001,76,26,678,38,85,0.31,2.923076923,614.3723077
AUDUSD,20,0.0001,53,11,605,55,210,0.21,4.818181818,612.15
AUDUSD,20,0.0001,63,13,601,44,167,0.21,4.846153846,611.6330769
AUDUSD,20,0.0001,67,20,676,48,127,0.27,3.35,611.442
AUDUSD,20,0.0001,66,13,601,42,167,0.2,5.076923077,610.2461538
AUDUSD,20,0.0001,67,29,733,46,81,0.36,2.310344828,609.6537931
AUDUSD,20,0.0001,52,11,613,56,209,0.21,4.727272727,608.5418182
AUDUSD,20,0.0001,53,36,857,61,66,0.48,1.472222222,605.6133333
AUDUSD,20,0.0001,56,21,707,58,121,0.32,2.666666667,603.3066667
AUDUSD,20,0.0001,56,19,682,59,138,0.3,2.947368421,603.0315789
AUDUSD,20,0.0001,74,13,557,33,145,0.19,5.692307692,602.4169231
AUDUSD,20,0.0001,56,13,607,51,173,0.23,4.307692308,601.3969231
AUDUSD,20,0.0001,56,12,612,51,187,0.21,4.666666667,599.76
AUDUSD,20,0.0001,57,14,612,52,168,0.24,4.071428571,598.0114286
AUDUSD,20,0.0001,77,35,714,37,61,0.38,2.2,596.904
AUDUSD,20,0.0001,65,28,712,48,86,0.36,2.321428571,595.0285714
AUDUSD,20,0.0001,59,21,683,55,122,0.31,2.80952381,594.8604762
AUDUSD,20,0.0001,67,14,591,41,154,0.21,4.785714286,593.955
AUDUSD,20,0.0001,56,25,735,60,105,0.36,2.24,592.704
AUDUSD,20,0.0001,57,12,594,50,188,0.21,4.75,592.515
AUDUSD,20,0.0001,56,17,642,57,150,0.28,3.294117647,592.1505882
AUDUSD,20,0.0001,60,11,570,48,210,0.19,5.454545455,590.7272727
AUDUSD,20,0.0001,76,27,652,37,80,0.32,2.814814815,587.282963
AUDUSD,20,0.0001,65,12,570,42,180,0.19,5.416666667,586.625
AUDUSD,20,0.0001,55,11,583,52,207,0.2,5,583
AUDUSD,20,0.0001,77,29,665,35,70,0.33,2.655172414,582.6775862
AUDUSD,20,0.0001,68,18,616,44,132,0.25,3.777777778,581.7777778
AUDUSD,20,0.0001,62,20,646,53,132,0.29,3.1,580.754
AUDUSD,20,0.0001,57,28,731,59,94,0.39,2.035714286,580.3617857
AUDUSD,20,0.0001,56,15,620,55,164,0.25,3.733333333,578.6666667
AUDUSD,20,0.0001,75,33,687,36,61,0.37,2.272727273,577.7045455
AUDUSD,20,0.0001,57,17,636,55,147,0.27,3.352941176,575.7670588
AUDUSD,20,0.0001,76,13,547,32,145,0.18,5.846153846,575.6123077
AUDUSD,20,0.0001,60,20,660,55,132,0.29,3,574.2
AUDUSD,20,0.0001,59,29,723,56,89,0.39,2.034482759,573.6631034
AUDUSD,20,0.0001,65,13,572,43,171,0.2,5,572
AUDUSD,20,0.0001,78,33,672,34,60,0.36,2.363636364,571.8109091
AUDUSD,20,0.0001,72,29,676,40,76,0.34,2.482758621,570.6372414
AUDUSD,20,0.0001,62,14,584,46,162,0.22,4.428571429,568.9828571
AUDUSD,20,0.0001,73,11,535,34,177,0.16,6.636363636,568.0727273
AUDUSD,20,0.0001,57,13,588,50,174,0.22,4.384615385,567.1938462
AUDUSD,20,0.0001,63,27,693,50,91,0.35,2.333333333,565.95
AUDUSD,20,0.0001,36,12,648,90,216,0.29,3,563.76
AUDUSD,20,0.0001,76,35,683,38,63,0.38,2.171428571,563.5725714
AUDUSD,20,0.0001,60,30,720,55,86,0.39,2,561.6
AUDUSD,20,0.0001,70,33,696,42,68,0.38,2.121212121,561.0181818
AUDUSD,20,0.0001,80,33,660,33,60,0.35,2.424242424,560
AUDUSD,20,0.0001,62,24,656,52,107,0.33,2.583333333,559.24
AUDUSD,20,0.0001,74,12,532,32,153,0.17,6.166666667,557.7133333
AUDUSD,20,0.0001,65,31,699,47,76,0.38,2.096774194,556.9451613
AUDUSD,20,0.0001,59,12,564,48,189,0.2,4.916666667,554.6
AUDUSD,20,0.0001,75,11,508,32,172,0.16,6.818181818,554.1818182
AUDUSD,20,0.0001,69,17,568,41,133,0.24,4.058823529,553.2988235
AUDUSD,20,0.0001,57,31,733,58,83,0.41,1.838709677,552.5874194
AUDUSD,20,0.0001,53,26,713,63,101,0.38,2.038461538,552.3007692
AUDUSD,20,0.0001,78,29,622,34,70,0.33,2.689655172,552.0786207
AUDUSD,20,0.0001,58,17,599,54,149,0.27,3.411764706,551.7847059
AUDUSD,20,0.0001,57,33,741,57,76,0.43,1.727272727,550.3609091
AUDUSD,20,0.0001,62,21,621,51,121,0.3,2.952380952,550.0285714
AUDUSD,20,0.0001,75,26,614,38,86,0.31,2.884615385,549.0576923
AUDUSD,20,0.0001,77,34,655,35,60,0.37,2.264705882,548.8514706
AUDUSD,20,0.0001,62,17,601,50,147,0.25,3.647058824,547.9705882
AUDUSD,20,0.0001,79,35,656,34,58,0.37,2.257142857,547.8537143
AUDUSD,20,0.0001,54,27,702,61,96,0.39,2,547.56
AUDUSD,20,0.0001,76,34,662,36,61,0.37,2.235294118,547.5129412
AUDUSD,20,0.0001,57,15,576,53,163,0.25,3.8,547.2
AUDUSD,20,0.0001,76,12,508,31,154,0.17,6.333333333,546.9466667
AUDUSD,20,0.0001,56,28,700,60,95,0.39,2,546
AUDUSD,20,0.0001,54,36,774,59,67,0.47,1.5,545.67
AUDUSD,20,0.0001,54,29,713,61,89,0.41,1.862068966,544.3386207
AUDUSD,20,0.0001,65,32,687,47,74,0.39,2.03125,544.2328125
AUDUSD,20,0.0001,65,18,578,46,134,0.26,3.611111111,542.6777778
AUDUSD,20,0.0001,60,31,698,54,82,0.4,1.935483871,540.3870968
AUDUSD,20,0.0001,58,19,607,56,139,0.29,3.052631579,537.3547368
AUDUSD,20,0.0001,75,29,629,37,74,0.33,2.586206897,536.8189655
AUDUSD,20,0.0001,78,11,504,31,174,0.15,7.090909091,536.0727273
AUDUSD,20,0.0001,64,12,528,42,180,0.19,5.333333333,535.04
AUDUSD,20,0.0001,71,25,607,42,95,0.31,2.84,534.4028
AUDUSD,20,0.0001,62,12,544,44,182,0.19,5.166666667,534.0266667
AUDUSD,20,0.0001,58,12,550,49,191,0.2,4.833333333,531.6666667
AUDUSD,20,0.0001,62,15,559,47,157,0.23,4.133333333,531.4226667
AUDUSD,20,0.0001,77,11,506,31,171,0.15,7,531.3
AUDUSD,20,0.0001,66,21,603,47,119,0.28,3.142857143,530.64
AUDUSD,20,0.0001,68,12,520,38,172,0.18,5.666666667,530.4
AUDUSD,20,0.0001,57,36,744,56,68,0.45,1.583333333,530.1
AUDUSD,20,0.0001,68,13,533,39,163,0.19,5.230769231,529.72
AUDUSD,20,0.0001,61,28,657,53,92,0.37,2.178571429,529.5889286
AUDUSD,20,0.0001,36,11,597,89,237,0.27,3.272727273,527.5309091
AUDUSD,20,0.0001,52,36,760,61,67,0.48,1.444444444,526.9333333
AUDUSD,20,0.0001,78,35,638,36,62,0.37,2.228571429,526.0765714
AUDUSD,20,0.0001,75,35,645,38,63,0.38,2.142857143,525.2142857
AUDUSD,20,0.0001,61,20,593,53,132,0.29,3.05,524.5085
AUDUSD,20,0.0001,59,28,672,56,94,0.37,2.107142857,523.92
AUDUSD,20,0.0001,55,29,690,60,90,0.4,1.896551724,523.4482759
AUDUSD,20,0.0001,62,28,654,53,94,0.36,2.214285714,521.3314286
AUDUSD,20,0.0001,56,31,700,59,84,0.41,1.806451613,518.4516129
AUDUSD,20,0.0001,54,18,594,59,144,0.29,3,516.78
AUDUSD,20,0.0001,73,34,632,38,63,0.38,2.147058824,515.6376471
AUDUSD,20,0.0001,55,18,580,58,145,0.29,3.055555556,513.9444444
AUDUSD,20,0.0001,73,29,599,38,75,0.34,2.517241379,512.6613793
AUDUSD,20,0.0001,75,34,626,36,61,0.37,2.205882353,510.9264706
AUDUSD,20,0.0001,51,11,524,56,212,0.21,4.636363636,510.1854545
AUDUSD,20,0.0001,64,29,642,49,86,0.36,2.206896552,510.057931
AUDUSD,20,0.0001,55,26,651,61,104,0.37,2.115384615,509.5326923
AUDUSD,20,0.0001,63,24,606,50,106,0.32,2.625,509.04
AUDUSD,20,0.0001,59,19,585,55,140,0.28,3.105263158,508.6421053
AUDUSD,20,0.0001,55,19,585,59,140,0.3,2.894736842,508.0263158
AUDUSD,20,0.0001,62,31,651,52,83,0.39,2,507.78
AUDUSD,20,0.0001,61,24,604,52,107,0.33,2.541666667,506.605
AUDUSD,20,0.0001,64,21,573,48,119,0.29,3.047619048,506.4228571
AUDUSD,20,0.0001,36,13,588,90,204,0.31,2.769230769,504.7753846
AUDUSD,20,0.0001,58,30,668,56,86,0.39,1.933333333,503.672
AUDUSD,20,0.0001,61,33,664,52,76,0.41,1.848484848,503.2315152
AUDUSD,20,0.0001,66,17,539,45,143,0.24,3.882352941,502.2211765
AUDUSD,20,0.0001,73,25,572,39,91,0.3,2.92,501.072
AUDUSD,20,0.0001,51,36,735,61,66,0.48,1.416666667,499.8
AUDUSD,20,0.0001,61,21,570,51,121,0.3,2.904761905,496.7142857
AUDUSD,20,0.0001,76,25,562,37,90,0.29,3.04,495.4592
AUDUSD,20,0.0001,69,33,621,42,69,0.38,2.090909091,493.4127273
AUDUSD,20,0.0001,71,11,477,36,189,0.16,6.454545455,492.6109091
AUDUSD,20,0.0001,57,24,609,57,110,0.34,2.375,491.7675
AUDUSD,20,0.0001,67,19,536,46,134,0.26,3.526315789,491.4273684
AUDUSD,20,0.0001,80,11,450,29,170,0.15,7.272727273,490.9090909
AUDUSD,20,0.0001,74,35,611,39,65,0.38,2.114285714,490.8948571
AUDUSD,20,0.0001,52,29,666,63,90,0.41,1.793103448,489.6248276
AUDUSD,20,0.0001,61,18,555,51,142,0.26,3.388888889,489.0166667
AUDUSD,20,0.0001,59,30,635,55,87,0.39,1.966666667,487.045
AUDUSD,20,0.0001,57,30,639,57,87,0.4,1.9,485.64
AUDUSD,20,0.0001,55,27,627,60,99,0.38,2.037037037,485.3444444
AUDUSD,20,0.0001,53,29,647,62,91,0.41,1.827586207,484.8037931
AUDUSD,20,0.0001,50,11,507,57,213,0.21,4.545454545,483.9545455
AUDUSD,20,0.0001,60,44,724,48,49,0.49,1.363636364,483.7636364
AUDUSD,20,0.0001,66,20,542,47,128,0.27,3.3,482.922
AUDUSD,20,0.0001,62,13,505,44,171,0.2,4.769230769,481.6923077
AUDUSD,20,0.0001,56,36,688,56,68,0.45,1.555555556,481.6
AUDUSD,20,0.0001,69,36,627,43,65,0.4,1.916666667,480.7
AUDUSD,20,0.0001,61,30,622,52,85,0.38,2.033333333,480.5986667
AUDUSD,20,0.0001,74,34,596,37,63,0.37,2.176470588,479.9552941
AUDUSD,20,0.0001,76,28,552,36,78,0.32,2.714285714,479.4514286
AUDUSD,20,0.0001,58,33,649,55,77,0.42,1.757575758,479.08
AUDUSD,20,0.0001,78,34,578,34,61,0.36,2.294117647,477.36
AUDUSD,20,0.0001,59,17,526,53,153,0.26,3.470588235,474.6376471
AUDUSD,20,0.0001,74,29,563,37,75,0.33,2.551724138,474.0848276
AUDUSD,20,0.0001,58,28,616,56,94,0.37,2.071428571,472.12
AUDUSD,20,0.0001,76,31,566,36,70,0.34,2.451612903,471.7883871
AUDUSD,20,0.0001,61,12,488,44,183,0.19,5.083333333,471.3266667
AUDUSD,20,0.0001,67,28,579,45,87,0.34,2.392857143,471.0578571
AUDUSD,20,0.0001,74,26,550,38,87,0.3,2.846153846,469.6153846
AUDUSD,20,0.0001,66,34,620,47,73,0.39,1.941176471,469.3764706
AUDUSD,20,0.0001,67,33,606,45,73,0.38,2.03030303,467.5381818
AUDUSD,20,0.0001,64,18,524,47,138,0.25,3.555555556,465.7777778
AUDUSD,20,0.0001,54,12,492,52,193,0.21,4.5,464.94
AUDUSD,20,0.0001,63,16,513,47,153,0.23,3.9375,464.585625
AUDUSD,20,0.0001,62,36,642,51,70,0.42,1.722222222,464.38
AUDUSD,20,0.0001,70,11,456,37,194,0.16,6.363636364,464.2909091
AUDUSD,20,0.0001,73,13,459,33,150,0.18,5.615384615,463.9430769
AUDUSD,20,0.0001,59,13,485,47,176,0.21,4.538461538,462.2423077
AUDUSD,20,0.0001,55,20,560,60,137,0.3,2.75,462
AUDUSD,20,0.0001,54,25,594,61,108,0.36,2.16,461.8944
AUDUSD,20,0.0001,63,30,594,48,81,0.37,2.1,461.538
AUDUSD,20,0.0001,61,31,600,51,81,0.39,1.967741935,460.4516129
AUDUSD,20,0.0001,64,27,571,49,95,0.34,2.37037037,460.1837037
AUDUSD,20,0.0001,63,29,588,48,84,0.36,2.172413793,459.8565517
AUDUSD,20,0.0001,54,13,481,52,179,0.23,4.153846154,459.54
AUDUSD,20,0.0001,77,28,539,35,77,0.31,2.75,459.4975
AUDUSD,20,0.0001,79,29,527,32,69,0.32,2.724137931,459.3986207
AUDUSD,20,0.0001,64,30,582,48,83,0.37,2.133333333,459.392
AUDUSD,20,0.0001,58,36,648,54,69,0.44,1.611111111,459.36
AUDUSD,20,0.0001,57,22,552,56,120,0.32,2.590909091,457.6581818
AUDUSD,20,0.0001,52,12,480,54,194,0.22,4.333333333,457.6
AUDUSD,20,0.0001,73,12,440,32,158,0.17,6.083333333,455.0333333
AUDUSD,20,0.0001,56,30,608,58,88,0.4,1.866666667,453.9733333
AUDUSD,20,0.0001,68,17,493,41,135,0.23,4,453.56
AUDUSD,20,0.0001,80,26,508,33,82,0.29,3.076923077,453.2923077
AUDUSD,20,0.0001,67,22,531,47,119,0.28,3.045454545,452.7981818
AUDUSD,20,0.0001,58,13,483,48,177,0.21,4.461538462,452.5338462
AUDUSD,20,0.0001,67,15,482,41,151,0.21,4.466666667,452.116
AUDUSD,20,0.0001,59,14,483,49,172,0.22,4.214285714,447.81
AUDUSD,20,0.0001,58,24,560,56,112,0.33,2.416666667,446.6
AUDUSD,20,0.0001,79,13,432,29,143,0.17,6.076923077,446.2892308
AUDUSD,20,0.0001,53,12,481,53,194,0.21,4.416666667,446.1275
AUDUSD,20,0.0001,54,14,480,54,174,0.24,3.857142857,444.3428571
AUDUSD,20,0.0001,56,24,560,58,112,0.34,2.333333333,444.2666667
AUDUSD,20,0.0001,61,44,667,47,50,0.48,1.386363636,443.8581818
AUDUSD,20,0.0001,75,13,427,31,146,0.18,5.769230769,443.4230769
AUDUSD,20,0.0001,60,19,520,53,140,0.27,3.157894737,443.3684211
AUDUSD,20,0.0001,69,30,549,41,76,0.35,2.3,441.945
AUDUSD,20,0.0001,62,33,588,51,78,0.4,1.878787879,441.8909091
AUDUSD,20,0.0001,55,12,458,50,191,0.21,4.583333333,440.825
AUDUSD,20,0.0001,56,33,618,57,78,0.42,1.696969697,440.4654545
AUDUSD,20,0.0001,53,13,469,53,180,0.23,4.076923077,439.7776923
AUDUSD,20,0.0001,56,23,547,57,115,0.33,2.434782609,439.5026087
AUDUSD,20,0.0001,80,25,490,33,86,0.28,3.2,439.04
AUDUSD,20,0.0001,72,25,505,40,95,0.3,2.88,436.32
AUDUSD,20,0.0001,55,36,632,56,68,0.45,1.527777778,434.5
AUDUSD,20,0.0001,80,29,508,31,68,0.31,2.75862069,434.4275862
AUDUSD,20,0.0001,60,12,456,45,187,0.19,5,433.2
AUDUSD,20,0.0001,55,14,479,53,174,0.23,3.928571429,432.8107143
AUDUSD,20,0.0001,69,14,439,37,151,0.2,4.928571429,432.7285714
AUDUSD,20,0.0001,80,35,540,33,60,0.35,2.285714286,432
AUDUSD,20,0.0001,73,26,512,38,87,0.3,2.807692308,431.2615385
AUDUSD,20,0.0001,52,13,468,54,180,0.23,4,430.56
AUDUSD,20,0.0001,66,14,456,40,156,0.2,4.714285714,429.9428571
AUDUSD,20,0.0001,64,24,520,49,109,0.31,2.666666667,429.8666667
AUDUSD,20,0.0001,67,30,548,44,80,0.35,2.233333333,428.3533333
AUDUSD,20,0.0001,78,28,496,34,77,0.31,2.785714286,428.3314286
AUDUSD,20,0.0001,53,25,561,62,109,0.36,2.12,428.1552
AUDUSD,20,0.0001,65,21,491,46,119,0.28,3.095238095,425.5333333
AUDUSD,20,0.0001,64,20,492,48,129,0.27,3.2,425.088
AUDUSD,20,0.0001,71,12,422,34,166,0.17,5.916666667,424.4616667
AUDUSD,20,0.0001,37,12,491,83,215,0.28,3.083333333,423.8966667
AUDUSD,20,0.0001,71,13,431,35,158,0.18,5.461538462,423.7061538
AUDUSD,20,0.0001,63,22,510,50,120,0.29,2.863636364,423.5318182
AUDUSD,20,0.0001,58,14,464,50,174,0.22,4.142857143,422.9028571
AUDUSD,20,0.0001,65,36,571,47,69,0.41,1.805555556,422.6986111
AUDUSD,20,0.0001,53,14,465,55,175,0.24,3.785714286,422.4857143
AUDUSD,20,0.0001,64,14,440,41,156,0.21,4.571428571,422.4
AUDUSD,20,0.0001,66,15,456,41,150,0.21,4.4,421.344
AUDUSD,20,0.0001,79,12,400,28,151,0.16,6.583333333,421.3333333
AUDUSD,20,0.0001,35,12,498,90,221,0.29,2.916666667,421.225
AUDUSD,20,0.0001,56,16,480,54,159,0.25,3.5,420
AUDUSD,20,0.0001,41,11,469,71,222,0.24,3.727272727,419.5418182
AUDUSD,20,0.0001,75,27,486,36,82,0.31,2.777777778,418.5
AUDUSD,20,0.0001,70,12,422,35,169,0.17,5.833333333,418.4833333
AUDUSD,20,0.0001,54,19,507,59,141,0.29,2.842105263,417.8747368
AUDUSD,20,0.0001,71,30,519,39,75,0.34,2.366666667,417.622
AUDUSD,20,0.0001,73,36,541,37,60,0.38,2.027777778,416.8705556
AUDUSD,20,0.0001,77,26,485,35,85,0.29,2.961538462,416.5403846
AUDUSD,20,0.0001,73,33,523,37,66,0.36,2.212121212,416.4981818
AUDUSD,20,0.0001,59,15,460,50,166,0.23,3.933333333,416.1466667
AUDUSD,20,0.0001,54,33,591,58,77,0.43,1.636363636,415.8490909
AUDUSD,20,0.0001,77,13,412,30,146,0.17,5.923076923,414.8523077
AUDUSD,20,0.0001,70,13,427,36,161,0.18,5.384615385,413.8615385
AUDUSD,20,0.0001,56,22,508,57,122,0.32,2.545454545,413.7890909
AUDUSD,20,0.0001,75,25,475,37,92,0.29,3,413.25
AUDUSD,20,0.0001,60,24,516,53,111,0.32,2.5,412.8
AUDUSD,20,0.0001,61,57,701,47,38,0.55,1.070175439,412.6061404
AUDUSD,20,0.0001,70,30,520,40,76,0.34,2.333333333,412.5333333
AUDUSD,20,0.0001,35,13,494,91,207,0.31,2.692307692,412.3
AUDUSD,20,0.0001,68,29,517,43,83,0.34,2.344827586,412.1737931
AUDUSD,20,0.0001,52,14,462,56,175,0.24,3.714285714,411.84
AUDUSD,20,0.0001,60,45,630,48,50,0.49,1.333333333,411.6
AUDUSD,20,0.0001,78,13,403,30,149,0.17,6,411.06
AUDUSD,20,0.0001,71,35,532,42,70,0.38,2.028571429,410.096
AUDUSD,20,0.0001,62,35,564,52,76,0.41,1.771428571,409.6251429
AUDUSD,20,0.0001,63,19,471,50,141,0.26,3.315789474,406.0515789
AUDUSD,20,0.0001,60,22,496,53,122,0.3,2.727272727,405.8181818
